5.656132146924142123e-01,-1.737443091718127386e+00,2.647720216505100144e+00,-2.563268452987288448e-01,3.449908167556062999e+00,5.430492517881605474e-01,1.409802439569521670e+00,2.321823913651374749e+00,-1.217037757804839693e-02,-6.439475255505706652e-01,2.201573798897618506e+00,2.861880054732442780e+00,-2.506009348609155474e+00,-2.213378175561149241e+00,-5.988660312443139233e-01,6.015128667861373568e-01,1.006377455398881349e-01,2.884685763331562569e+00,3.806430357253640651e+00,-1.041007085543022015e-01,1.000000000000000000e+00
-2.665528899138115193e+00,4.437977813906219815e-01,1.831206725407037883e+00,1.579504312826795820e+00,2.665049968014239212e-01,-3.843942497561245730e-01,2.269367325665922142e+00,-3.810689541550413839e-01,-2.936531412572636057e-01,1.976263877677645997e+00,-1.419554751846363594e-01,-4.793446068136786309e-01,1.827931125884239005e-01,-1.864593186824820448e+00,-3.030540556956836440e+00,1.661637896712456763e+00,-2.010719100393965064e-02,-5.448866075742784254e-01,1.857532685867799405e+00,-1.572197978707637445e+00,1.000000000000000000e+00
3.986259929701837734e+00,4.659916303886665334e-01,2.403564552136908450e+00,2.581694892751506210e+00,-2.798727514619501200e-01,1.605959806765150599e+00,2.667891145660775898e+00,2.177499165867114783e+00,5.205127933627365699e+00,1.991698206662192661e+00,2.645823422780459566e+00,2.382339864051431277e+00,2.384747653727427696e+00,1.643490568036856780e+00,1.489378149900522752e+00,7.961664037020987905e-01,1.170683185990345265e+00,1.360651133465653029e+00,6.260871310298152803e-01,3.958910914490068045e+00,1.000000000000000000e+00
4.688024954972608072e+00,3.022925378549511599e+00,6.824964208241979247e-01,-7.658061698138365347e-01,1.799258053851217287e+00,3.470850868831161229e+00,1.257339999659376817e+00,1.492640946346348585e+00,2.648496512410833503e+00,1.450082795376712586e-01,4.771651898992433694e+00,8.165688490683922218e-01,1.734201945791620014e+00,3.811677863969311630e+00,2.318878007712942946e+00,1.517757885366917137e+00,5.994748562512856038e-01,1.222015070217762567e+00,2.005226730568050009e+00,1.624071241881969829e+00,1.000000000000000000e+00
-1.428141380805368899e+00,-1.075405855003190636e+00,2.601722082187063467e-02,-2.792132522783520976e+00,1.785386625818082829e+00,-1.665316927052424179e+00,-3.234479931617012305e+00,-9.969106834430194741e-01,-3.565980619383863903e-01,-1.391277791103918693e+00,-1.974873032773163173e+00,-2.765030191163521778e+00,4.897817355374201598e-01,-1.070550764921099907e+00,-1.114935242557572925e+00,-1.608707898197227371e+00,3.961136627856038928e-01,-1.795441062727484161e+00,-3.214602695790017783e+00,-2.412581838018334146e+00,1.000000000000000000e+00
2.637761347349013796e+00,2.318998901757325370e+00,-1.135269354106967610e+00,8.212104242038311686e-01,1.867624195932642284e-01,5.828191964041355977e-01,2.583649393040040820e+00,1.812828228283489551e+00,-4.877279092878448186e-01,2.021138432712878963e+00,1.464901422638507977e+00,4.468716913831327631e+00,-1.966579051467668871e+00,1.726130356753070139e+00,-2.245828052284831955e+00,1.788346592606778085e+00,2.089486345878246443e-01,2.386373024079979643e+00,1.767696306161839592e+00,-1.532485190619828908e+00,0.000000000000000000e+00
2.540480320657917623e+00,2.384371528190997402e+00,1.357246151406124701e+00,2.958430164734943801e+00,-1.485476089434997649e+00,3.974639955644258649e+00,2.838589775140667903e+00,3.336236566237704260e+00,1.660366092156103646e+00,3.333778404776668758e+00,1.174921715009597412e+00,-6.512750351806342319e-01,3.181345057004924648e+00,4.223733104795756255e+00,1.170304203014348676e+00,1.354446462599161460e+00,5.714309405193706226e+00,7.922694420645854940e-01,1.906593390044589054e+00,2.622743046033741976e+00,1.000000000000000000e+00
1.057682085895640434e+01,9.855382533858069394e+00,7.225498932488623183e+00,6.759616080835330720e+00,9.528145545862029664e+00,8.354474180961171115e+00,8.982065357023989449e+00,9.587660537652141102e+00,7.651176183839184297e+00,8.265775416348290605e+00,6.828978827087381909e+00,9.031746681018182343e+00,7.841652841522893880e+00,9.659469941437357932e+00,8.765160016324101022e+00,1.016653158191670947e+01,9.684607318193990011e+00,9.252889183314980670e+00,8.400204732924448692e+00,1.039256537268979841e+01,0.000000000000000000e+00
-2.005694460374512822e+00,-3.633034610136655074e-01,2.979549998028069080e+00,3.112359467905146726e+00,2.448349431044983593e+00,1.207372951694604346e+00,3.743304263465775605e+00,1.112905886842686876e+00,3.669806531339364852e+00,2.414494013379754112e+00,9.763619638935516765e-02,9.665421816352417483e-01,1.318941997602658955e-01,1.195992489883665355e+00,2.108615809603561875e+00,1.104124795020228644e+00,6.215275901885773946e-01,1.701090575748261724e+00,1.053315716706250793e+00,9.765455617519747111e-02,0.000000000000000000e+00
-1.235699370018124910e+00,-4.724037716160566225e-01,3.750307702609258165e+00,5.223968092499126081e-01,1.155559570541657255e+00,1.835871257407810209e+00,1.891865274216970594e+00,-1.485469528986304022e-01,8.573142035517709036e-01,1.703502910118830815e+00,-8.047537451450140766e-01,1.247232094398368907e-01,-9.247322186235563679e-01,3.069822413664257343e+00,-1.196335979538179828e+00,-4.001666768985366884e-01,1.645820862865283729e+00,-1.409854873028386191e+00,1.628707085357517403e+00,1.028428550125967345e+00,0.000000000000000000e+00
